,text,Annotation
1745,"@nine11inreverse Another race baiting idiot. If it were about ""brown men"" I would hate Hinduism and Buddhism and Tao. But I only hate Islam.",racism
1746,@nine11inreverse There is a reason that there are over 100 Islamic terrorist groups and why no other religion has such a phenomena.,racism
1747,"@pNibbler @AlterNet @MaxBlumenthal Mohammed owned slaves, Jesus did not.  Mohammed robbed caravans. Jesus did not.",racism
1748,@pNibbler @AlterNet @MaxBlumenthal Mohammed raped women. Jesus did not. Mohammed had people murdered. Jesus did not.,racism
1749,@pNibbler @AlterNet @MaxBlumenthal Mohammed led 17 major military expeditions that killed tens of thousands. Jesus led none.,racism
1750,@SelenaKhan14 The crimes of Islam far outdistance any imagined crimes of Israel.,racism
1751,@SelenaKhan14 @PTISalarKhan @georgegalloway The Israelis are fighting not to become the minority victims that all other minorities are.,racism
1752,@SelenaKhan14 @PTISalarKhan @georgegalloway Every minority in every Muslim country is a shrinking minority due to Muslim abuse.,racism
1753,"@SelenaKhan14 @PTISalarKhan @georgegalloway But the population in Palestine is still blowing up. No, Muslim abuse is the worst.",racism
1754,@SelenaKhan14 @PTISalarKhan @georgegalloway Israel has to fight not to become a victim of people like this. https://t.co/8cmfoOZwxz #Islam,racism
1755,@pNibbler @AlterNet @MaxBlumenthal Most countries are moving in that direction. But not Muslim ones. http://t.co/T65iYtpvDK,racism
1756,"@congressman_aly Well idiot, I see that every native minority in every Muslim country is a shrinking minority due to Muslim persecution.",racism
1757,@congressman_aly And maybe you are to stupid to see that the Muslim terrorist in Palestine murder more civilians that Israel.,racism
1758,@rayyoosheh The reason that there are still Muslims and not Jews and Christians is due to Muslim brutality.,racism
1759,"@congressman_aly Somewhere in the world Muslims are at war with Jews, Christians, Hindus, Buddhists, Taoists, Atheists, and anamists.",racism
1760,@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi,racism
1761,@rayyoosheh I call that one thousands of the number of people Muslims murder every day.,racism
1762,"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",racism
1763,@pNibbler @AlterNet @MaxBlumenthal In every Christian nation you can say what you want about Christians &amp; Jesus. Muslims kill for blasphemy.,racism
1764,@rayyoosheh 51 Christians or Hindus have been murdered for blasphemy by Muslim mobs in Pakistan alone. Why should Israel be subject to that?,racism
1765,"@congressman_aly It's not just a few Muslims, it's more than half. http://t.co/URibpAnTcs",racism
1766,@rayyoosheh The murdering Muslim blasphemy mobs of Pakistan. http://t.co/f3aWjksaUz #Islam,racism
1767,"@Ali_Gharib @NuritBaytch In what way is Blumenthal Jewish, other than by birth. Answer the question.",racism
1768,@NuritBaytch @MaxBlumenthal Exactly. He's not Jewish by choice or allegiance. &amp; I bet he doesn't go t Synagog He only reads Torah for faults,racism
1769,@pNibbler @AlterNet @MaxBlumenthal The majority have radical and violent opinions when they are polled about them. http://t.co/LnGUHxNRyJ,racism
1770,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,racism
1771,@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,racism
1772,@brendlewhat @MaxBlumenthal @veganforareason @dhere Christians and Hindus murdered for blasphemy by Muslim mobs. http://t.co/f3aWjksaUz,racism
1773,@Assiye61 I have three Qurans. And the only few peaceful verses were later abrogated by dozens of violent verses.,racism
1774,"@Assiye61 I already read the entire Quran. It is a piece of filth, hatred, violence, sexism, and bigotry.",racism
1775,"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",racism
1776,@halalfam @biebervalue @greenlinerzjm Already proven that Islam abuses women &amp; I showed statistics to back it up. I'm bored with repetition.,racism
1777,@RaniaKhalek @MaxBlumenthal @Phan_N What about Muslim blasphemy laws. They lead to lynch mob murder. Let's stick to important stuff.,racism
1778,"RT @RavenHUWolf: Many of the ISIS members are walking ""stoners"" ~ even #daesh #Emwazi #JihadiJohn it's been rumored he's high on #Khat http…",racism
1779,@sweden I think Daesh are rejected because they are an embarrassment.  But they follow the Quran and Sunnah to the letter.,racism
1780,@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,racism
1781,"It's not #ISIS, it's #Islam. Sex slavery is permitted in many Muslim countries. Here is the proof.  http://t.co/rlwz0BqUBs #Saudi #Iraq",racism
1782,"RT @RavenHUWolf: Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.
http://t.co/c96V6MwGnz http:/…",racism
1783,"RT @stardust193: Australian Preacher Incites to Jihad against the Jews: ""They Are the Most Evil Creatures of Allah"" #Australia #Islam https…",racism
1784,"@AhleFars So they blow up statues and churches and attack civilians because it's all they can do as they ""die in their rage"".",racism
1785,"@AhleFars To win a modern war you have to have educated people, not Madrassa rats.",racism
1786,"@AhleFars And you can only get highly educated people out of a free modern society, not a 7th century one based on superstition.",racism
1787,@TawheedNetwork_ Quoting from the book of violent fairy tales again?,racism
1788,@mutaSawwif There isn't even a remote comparison between Abu Grahib and those images. And what happens in those images represents Islam.,racism
1789,"@mutaSawwif In fact, all the things that ISIS does are the things that the prophet Mohammed did in the past.",racism
1790,"RT @TRobinsonNewEra: http://t.co/AgX6DiZUIH England and Wales child rape cases up 37% in five years
We all know why",racism
1791,Racist blacks have shot two police officers and a 5 year old in #Ferguson.,racism
1792,@mutaSawwif About 90% of Iraqi civilians are killed by Muslims.,racism
1793,"@mutaSawwif And if you are going to follow a prophet that approved of collateral damage, then don't complain about collateral damage.",racism
1794,"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",racism
1795,@mutaSawwif If you don't like hate then you will have to rewrite half of the Quran.,racism
1796,"@muslimanarchist @Tobin_Maker @MaxBlumenthal  No, the murdering Hamaz head choppers torture children in dungeons.",racism
1797,@RaniaKhalek @MaxBlumenthal Another taqiyya liar making up garbage for the sake of  Mohammed's desire to exterminate Jews.,racism
1798,@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.,racism
1799,@jncatron @MaxBlumenthal If you want t plumb the depth of Hamas virulent racism just read the Quran where it is spelled out in black &amp; white,racism
1800,"@MaxBlumenthal @Marc_Leibowitz Good, someone in the ME has finally stood up to the Muslim terrorists and their population imperialism.",racism
1801,@samerissawi1 @MaxBlumenthal I pray that the lying criminal bitch goes to prison.,racism
1802,@BenjaminNorton @MaxBlumenthal The voted to prevent the Muslims genocide of Israel.,racism
1803,@Michaelplates Most likely killed by Muslims; and I'm happy to see the Israelis get back a small fraction of the land the Muslims stole.,racism
1804,@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,racism
1805,@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,racism
1806,@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,racism
1807,@roisin_morgan Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,racism
1808,@roisin_morgan And while all other religious groups globally are under genocidal attacks by Muslims you blame the Jews.  Utterly  stupid.,racism
1809,"@jncatron No, idiot, Zionism is the determination of Jews to recover a small fraction of the land stolen from them by Muslims.",racism
1810,"@jncatron And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny. https://t.co/8cmfoOZwxz",racism
1811,@jncatron And of course you are campaigning for the destruction of the Israelis because you are a racist anti-Semite asshole.,racism
1812,@MaxBlumenthal Here are the verses from Quran and Hadith proving genocidal aim of the Muslim biggots. http://t.co/pF8iwpdb1d,racism
1813,@MaxBlumenthal @RaniaKhalek @norabf Here is a Hamas: Palestinians are Saudis and Egyptians conducting religious war. https://t.co/8cmfoOZwxz,racism
1814,@mutludc And the problem is that Iran is an extremist theocratic autocracy.,racism
1815,@PeninsulaQatar Not a real expansion. Just already existing local terrorists declaring loyalty to the worst of the worst.,racism
1816,@JakeM_1998 True. And the outcome has to be bad when either group of Islamolunatics wins.,racism
1817,@Michaelplates Maybe you should teach that respect to the Muslim hate mobs who murder Christians and Hindus for pretended blaspemy.,racism
1818,@Michaelplates Maybe you should teach that respect to Muslim assholes like these. http://t.co/j21YpGt0Rl,racism
1819,@Michaelplates By choosing to be Muslims they have chosen to be haters of non Muslims. http://t.co/mTa5TUXtw6,racism
1820,@roisin_morgan And Bibi is telling Europen Jews to move to Israel so that they won't have to face the same Muslim persecution as in Europe.,racism
1821,"@roisin_morgan There is no land grabbing. 40% of the Arabian peninsula should belong to the Jews, like it did before Mohammed.",racism
1822,@roisin_morgan Your terminology is as meaningless as the assumptions you make from them. Palestinians have no country and never have had one,racism
1823,"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",racism
1824,@roisin_morgan And the Israelis are fighting no one except the Muslim terrorist.,racism
1825,@PhilipMills8 @PsychBarakat @jncatron Palestinians don't deserve any more dignity and peace than they are willing to give. And that is zero.,racism
1826,"@PhilipMills8 @PsychBarakat @jncatron Outside the Israel conflict, Hamas still beheads gays, does honor killings, throws opponents off roofs",racism
1827,"@PsychBarakat @PhilipMills8 @jncatron No, it's anti semitism.  This Palestinian leader clearly tells you that it is a religious war by....",racism
1828,@PsychBarakat @PhilipMills8 @jncatron Arabs and Muslims against the Jews. https://t.co/8cmfoOZwxz,racism
1829,"@PsychBarakat @PhilipMills8 @jncatron themselves clearly tell you that their intentions are a bigoted, racist holy war of extermination.",racism
1830,@roisin_morgan It can't be separate while those wishing to destroy Israel use it as a basis of their genocidal fanaticism.,racism
1831,"@roisin_morgan No more so than the Muslims, who consider their birthright to be global domination.",racism
1832,@roisin_morgan I'm standing outside and looking in and there isn't a shadow of doubt that the  Muslims of Palestine are the terrorists.,racism
1833,@roisin_morgan Muslim terrorists is the reason why the Christian percentage of Palestinians has fallen to almost zero.,racism
1834,"@rayyoosheh @waffle_gurl What race is Islam, nut case?",racism
1835,RT @NuritBaytch: Hamas sympathizer @MaxBlumenthal pretends Israel rejected truce to end blockade when Hamas admitted Hamas rejected it http…,racism
1836,"@peymaneh123 @AnasMechch I don't see any burning civilians, and the picture is not even of a burning house.",racism
1837,@brassidio @rayyoosheh @waffle_gurl Islam is a believe system based mainly on illusion. Overlooking gross barbarity is necessary.,racism
1838,"@MoAnsar @MaxBlumenthal Probably bcus only fools &amp; idiots take seriously the ""blame someone else for terrorism"" industry. Islam is to blame.",racism
1839,"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.",racism
1840,@AnasMechch @peymaneh123 The problem with the Middle East is that there seem to be no good guys to support. They are all Islamolunatics.,racism
1841,"@AnasMechch Well, Baghdadi is also into slavery, killing gays, executing masses of Ezidis, etc.  They are both bad,but Baghdadi is the worst",racism
